cliente_id,tipo_cliente,score_empresarial,seleccionado,cluster,arquetipo,num_transacciones,dias_activos,gasto_total,ingresos_totales,ticket_promedio,ticket_mediano,num_comercios_distintos,num_categorias_distintas,pagos_recurrentes,depositos_recurrentes,porcentaje_tdc,porcentaje_tdd,uso_credito,revolvencia,concentracion_proveedores,estacionalidad,antiguedad_meses,transacciones_por_dia_activo,gasto_promedio_mensual,ingreso_promedio_mensual,ratio_ingreso_gasto,indice_recurrencia,diversidad_operativa,exposicion_credito,intensidad_operativa,perfil_sintetico
PER_00060,personal,0.318173,False,,No seleccionado,71,72,36280.76,37754.1,575.82,407.26,14,4,7,5,0.393,0.552,0.143,0.045,0.187,0.358,3,0.9861,12093.59,12584.7,1.0406,0.169,0.2535,0.1937,8.5395,personal_tradicional
PER_00811,personal,0.585943,False,,No seleccionado,62,80,90834.41,127591.73,1596.4,1360.61,27,11,4,5,0.361,0.566,0.233,0.09,0.151,0.068,36,0.775,2523.18,3544.21,1.4047,0.1452,0.6129,0.228,8.5094,personal_tradicional
PER_01614,personal,0.468821,False,,No seleccionado,95,67,43169.07,50634.41,400.86,316.27,24,4,9,3,0.547,0.378,0.17,0.62,0.236,0.067,17,1.4179,2539.36,2978.49,1.1729,0.1263,0.2947,0.4457,8.7587,personal_tradicional
PER_01069,personal,0.49908,False,,No seleccionado,78,150,45011.69,65025.2,567.69,477.01,37,10,7,2,0.396,0.526,0.154,0.058,0.136,0.143,72,0.52,625.16,903.13,1.4446,0.1154,0.6026,0.2027,9.3674,personal_tradicional
PER_01232,personal,0.227525,False,,No seleccionado,24,68,14144.54,17055.15,542.92,376.24,46,13,2,1,0.257,0.741,0.155,0.212,0.168,0.364,49,0.3529,288.66,348.06,1.2058,0.125,2.4583,0.208,7.3982,personal_tradicional
PEL_00333,personal,0.404602,False,,No seleccionado,136,153,50906.23,70394.55,456.37,391.47,24,5,12,11,0.292,0.678,0.226,0.04,0.152,0.02,43,0.8889,1183.87,1637.08,1.3828,0.1691,0.2132,0.186,9.9431,personal_comportamiento_empresarial_latente
PER_02439,personal,0.397412,False,,No seleccionado,59,119,28111.0,46693.24,475.39,343.91,42,10,6,1,0.206,0.751,0.324,0.267,0.213,0.288,38,0.4958,739.76,1228.77,1.661,0.1186,0.8814,0.2657,8.8568,personal_tradicional
PER_00766,personal,0.696351,True,3.0,Negocio digital,121,185,34216.73,45723.07,316.66,232.14,29,8,10,8,0.684,0.251,0.098,0.337,0.438,0.653,44,0.6541,777.65,1039.16,1.3363,0.1488,0.3058,0.373,10.0162,personal_tradicional
PER_00848,personal,0.218318,False,,No seleccionado,37,50,21957.93,22685.98,609.6,537.42,46,9,2,1,0.203,0.786,0.475,0.056,0.196,0.118,36,0.74,609.94,630.17,1.0332,0.0811,1.4865,0.2447,7.5235,personal_tradicional
PER_01515,personal,0.605287,False,,No seleccionado,31,123,17794.11,26557.42,670.54,540.84,5,8,3,2,0.61,0.315,0.164,0.181,0.289,0.119,51,0.252,348.9,520.73,1.4925,0.1613,0.4194,0.3183,8.2464,personal_tradicional
PER_02422,personal,0.289867,False,,No seleccionado,48,94,19981.01,25415.54,426.55,377.48,30,10,6,2,0.393,0.563,0.061,0.119,0.188,0.391,76,0.5106,262.91,334.42,1.272,0.1667,0.8333,0.191,8.4147,personal_tradicional
PEL_00402,personal,0.606697,False,,No seleccionado,60,105,43594.83,64905.01,654.57,475.74,35,9,5,2,0.475,0.458,0.517,0.218,0.128,0.105,40,0.5714,1089.87,1622.63,1.4888,0.1167,0.7333,0.4033,8.7485,personal_comportamiento_empresarial_latente
PEL_00005,personal,0.283733,False,,No seleccionado,44,98,22908.67,24895.23,497.21,456.48,15,11,5,1,0.204,0.765,0.032,0.42,0.126,0.226,57,0.449,401.91,436.76,1.0867,0.1364,0.5909,0.2187,8.3694,personal_comportamiento_empresarial_latente
PER_00728,personal,0.426887,False,,No seleccionado,75,148,20777.6,22272.03,297.0,236.48,39,6,3,5,0.228,0.717,0.581,0.388,0.111,0.143,33,0.5068,629.62,674.91,1.0719,0.1067,0.6,0.399,9.3148,personal_tradicional
PER_00865,personal,0.495165,False,,No seleccionado,72,85,33139.63,46163.56,509.88,371.51,22,9,2,3,0.575,0.386,0.724,0.062,0.119,0.121,83,0.8471,399.27,556.19,1.393,0.0694,0.4306,0.4537,8.7195,personal_tradicional
PEL_00145,personal,0.479104,False,,No seleccionado,94,95,44479.1,54629.99,569.13,518.92,44,7,8,5,0.208,0.729,0.124,0.247,0.413,0.209,45,0.9895,988.42,1214.0,1.2282,0.1383,0.5426,0.193,9.0973,personal_comportamiento_empresarial_latente
PER_00221,personal,0.417331,False,,No seleccionado,60,162,35039.44,57366.66,655.73,512.05,29,6,4,2,0.212,0.778,0.404,0.151,0.14,0.132,59,0.3704,593.89,972.32,1.6372,0.1,0.5833,0.2557,9.182,personal_tradicional
PER_02543,personal,0.519069,False,,No seleccionado,85,72,81319.48,103595.29,834.85,725.81,8,9,6,4,0.33,0.628,0.222,0.194,0.395,0.288,6,1.1806,13553.25,17265.88,1.2739,0.1176,0.2,0.2487,8.7195,personal_tradicional
PER_00583,personal,0.359507,False,,No seleccionado,51,95,61940.93,84297.03,1093.37,950.82,16,9,1,3,0.283,0.7,0.05,0.147,0.085,0.088,43,0.5368,1440.49,1960.4,1.3609,0.0784,0.4902,0.16,8.4859,personal_tradicional
PEL_00021,personal,0.520754,False,,No seleccionado,60,88,21855.34,35525.42,434.67,362.79,31,7,2,4,0.487,0.464,0.226,0.113,0.378,0.297,31,0.6818,705.01,1145.98,1.6255,0.1,0.6333,0.2753,8.5719,personal_comportamiento_empresarial_latente
PER_01533,personal,0.541793,False,,No seleccionado,83,85,37184.01,62085.41,409.97,290.09,56,12,10,2,0.456,0.47,0.327,0.089,0.212,0.052,49,0.9765,758.86,1267.05,1.6697,0.1446,0.8193,0.2907,8.8616,personal_tradicional
PER_01162,personal,0.553713,False,,No seleccionado,95,70,38441.46,49169.89,423.61,367.53,5,11,12,7,0.355,0.607,0.409,0.228,0.033,0.104,15,1.3571,2562.76,3277.99,1.2791,0.2,0.1684,0.3307,8.8025,personal_tradicional
PER_00057,personal,0.502084,False,,No seleccionado,99,121,67190.67,68989.0,634.45,433.77,28,11,2,2,0.091,0.904,0.34,0.341,0.364,0.171,15,0.8182,4479.38,4599.27,1.0268,0.0404,0.3939,0.2573,9.391,personal_tradicional
PER_00188,personal,0.731363,True,1.0,Comerciante intensivo,117,79,91537.77,107019.8,715.52,561.38,37,12,13,7,0.501,0.424,0.321,0.085,0.025,0.292,45,1.481,2034.17,2378.22,1.1691,0.1709,0.4188,0.3023,9.1317,personal_tradicional
PER_02070,personal,0.717732,True,4.0,Operador estacional,158,131,145168.12,178335.22,850.02,728.8,43,11,8,10,0.221,0.76,0.235,0.307,0.181,0.316,36,1.2061,4032.45,4953.76,1.2285,0.1139,0.3418,0.2543,9.9378,personal_tradicional
PER_02012,personal,0.459365,False,,No seleccionado,92,112,92462.72,152968.31,1146.57,788.72,21,8,7,6,0.335,0.612,0.059,0.07,0.396,0.188,20,0.8214,4623.14,7648.42,1.6544,0.1413,0.3152,0.1547,9.2404,personal_tradicional
PER_02367,personal,0.239301,False,,No seleccionado,69,97,22353.18,36478.82,293.62,209.95,35,8,3,2,0.052,0.922,0.197,0.27,0.348,0.121,19,0.7113,1176.48,1919.94,1.6319,0.0725,0.6232,0.173,8.809,personal_tradicional
PEL_00010,personal,0.569664,False,,No seleccionado,52,139,47365.36,60452.07,814.25,635.6,28,10,4,2,0.716,0.222,0.171,0.044,0.184,0.167,38,0.3741,1246.46,1590.84,1.2763,0.1154,0.7308,0.3103,8.8859,personal_comportamiento_empresarial_latente
PER_00469,personal,0.415256,False,,No seleccionado,138,109,42508.56,52028.33,352.7,302.27,33,10,4,8,0.096,0.87,0.689,0.026,0.332,0.123,17,1.2661,2500.5,3060.49,1.2239,0.087,0.3116,0.2703,9.6187,personal_tradicional
PER_01345,personal,0.383497,False,,No seleccionado,64,53,21847.4,30049.5,403.04,356.89,37,12,2,3,0.309,0.631,0.25,0.129,0.225,0.579,7,1.2075,3121.06,4292.79,1.3754,0.0781,0.7656,0.2293,8.1295,personal_tradicional
PER_02907,personal,0.744424,True,1.0,Comerciante intensivo,191,158,102968.29,124786.57,580.76,476.99,5,9,10,11,0.387,0.599,0.112,0.427,0.194,0.251,49,1.2089,2101.39,2546.66,1.2119,0.1099,0.0733,0.3087,10.3149,personal_tradicional
PER_02186,personal,0.36354,False,,No seleccionado,55,39,161442.17,199843.53,2600.0,1780.43,19,8,1,1,0.368,0.625,0.026,0.057,0.104,0.202,38,1.4103,4248.48,5259.04,1.2379,0.0364,0.4909,0.1503,7.6714,personal_tradicional
PER_00227,personal,0.700879,True,1.0,Comerciante intensivo,214,125,102100.45,168080.75,552.68,432.59,30,9,9,15,0.679,0.258,0.318,0.059,0.102,0.376,30,1.712,3403.35,5602.69,1.6462,0.1121,0.1822,0.352,10.1943,personal_tradicional
PER_00536,personal,0.702739,True,3.0,Negocio digital,101,118,48446.79,65986.72,534.16,482.11,61,11,7,1,0.386,0.606,0.504,0.379,0.22,0.174,58,0.8559,835.29,1137.7,1.362,0.0792,0.7129,0.423,9.3859,personal_tradicional
PER_02127,personal,0.554758,False,,No seleccionado,59,137,58626.77,78897.34,886.65,760.74,17,7,2,3,0.364,0.609,0.177,0.102,0.343,0.092,67,0.4307,875.03,1177.57,1.3458,0.0847,0.4068,0.2143,8.9976,personal_tradicional
PER_01954,personal,0.13323,False,,No seleccionado,26,106,8152.24,12510.98,291.03,258.21,36,13,1,1,0.165,0.758,0.212,0.06,0.311,0.161,10,0.2453,815.22,1251.1,1.5347,0.0769,1.8846,0.1457,7.9219,personal_tradicional
PER_01160,personal,0.48593,False,,No seleccionado,127,97,37776.99,60078.22,316.42,222.11,45,15,12,3,0.15,0.848,0.643,0.162,0.225,0.151,78,1.3093,484.32,770.23,1.5903,0.1181,0.4724,0.3183,9.419,personal_tradicional
PER_01554,personal,0.196634,False,,No seleccionado,125,50,40711.65,57750.42,347.1,256.31,10,8,14,7,0.264,0.714,0.082,0.022,0.172,0.461,6,2.5,6785.28,9625.07,1.4185,0.168,0.144,0.1227,8.7405,personal_tradicional
PER_02458,personal,0.433743,False,,No seleccionado,70,193,35226.52,48825.94,485.55,403.68,36,5,6,2,0.461,0.465,0.136,0.031,0.168,0.033,30,0.3627,1174.22,1627.53,1.3861,0.1143,0.5857,0.2093,9.5113,personal_tradicional
PER_02926,personal,0.432411,False,,No seleccionado,121,88,96505.78,155191.41,702.68,580.0,51,7,7,9,0.216,0.783,0.223,0.056,0.25,0.27,39,1.375,2474.51,3979.27,1.6081,0.1322,0.4793,0.165,9.2732,personal_tradicional
PER_01035,personal,0.514479,False,,No seleccionado,99,126,45763.28,74927.85,448.71,314.62,33,8,3,8,0.357,0.632,0.489,0.078,0.265,0.171,34,0.7857,1345.98,2203.76,1.6373,0.1111,0.4141,0.308,9.4315,personal_tradicional
PER_02667,personal,0.50223,False,,No seleccionado,112,131,91157.52,131242.44,880.27,631.24,18,10,6,2,0.266,0.694,0.175,0.199,0.382,0.128,3,0.855,30385.84,43747.48,1.4397,0.0714,0.25,0.2133,9.5938,personal_tradicional
PEL_00158,personal,0.39523,False,,No seleccionado,24,121,19695.1,29982.55,799.32,562.92,22,12,1,2,0.542,0.453,0.127,0.104,0.122,0.145,28,0.1983,703.4,1070.81,1.5223,0.125,1.4167,0.2577,7.9742,personal_comportamiento_empresarial_latente
PER_00070,personal,0.522779,False,,No seleccionado,109,109,31953.91,49905.86,341.64,306.74,29,9,14,7,0.721,0.215,0.38,0.019,0.292,0.507,41,1.0,779.36,1217.22,1.5618,0.1927,0.3486,0.3733,9.3828,personal_tradicional
PER_00735,personal,0.605251,False,,No seleccionado,56,130,33684.09,47010.24,683.51,527.06,31,8,4,4,0.641,0.344,0.365,0.07,0.197,0.288,49,0.4308,687.43,959.39,1.3956,0.1429,0.6964,0.3587,8.893,personal_tradicional
PER_01611,personal,0.648818,True,3.0,Negocio digital,102,104,67077.23,104182.57,642.83,476.82,46,8,9,1,0.567,0.425,0.366,0.062,0.258,0.363,41,0.9808,1636.03,2541.04,1.5532,0.098,0.5294,0.3317,9.2695,personal_tradicional
PEL_00098,personal,0.42714,False,,No seleccionado,50,89,27846.16,41389.67,519.73,413.36,22,2,2,2,0.153,0.776,0.338,0.455,0.327,0.315,76,0.5618,366.4,544.6,1.4864,0.08,0.48,0.3153,8.4009,personal_comportamiento_empresarial_latente
PER_03065,personal,0.433872,False,,No seleccionado,45,75,15327.87,25292.47,363.46,306.87,37,6,5,3,0.518,0.44,0.465,0.334,0.08,0.08,41,0.6,373.85,616.89,1.6501,0.1778,0.9556,0.439,8.1244,personal_tradicional
PER_00377,personal,0.585079,False,,No seleccionado,152,64,73629.5,115322.87,563.09,389.03,52,11,6,9,0.464,0.508,0.253,0.205,0.099,0.295,3,2.375,24543.17,38440.96,1.5663,0.0987,0.4145,0.3073,9.1829,personal_tradicional
PER_00437,personal,0.276234,False,,No seleccionado,65,90,46723.8,63518.9,630.69,502.51,14,9,4,1,0.1,0.826,0.096,0.521,0.084,0.169,33,0.7222,1415.87,1924.82,1.3595,0.0769,0.3538,0.239,8.6744,personal_tradicional
PER_02356,personal,0.315389,False,,No seleccionado,51,124,33421.75,48822.08,687.02,504.29,22,11,4,3,0.137,0.823,0.184,0.443,0.164,0.07,13,0.4113,2570.9,3755.54,1.4608,0.1373,0.6471,0.2547,8.7523,personal_tradicional
PER_02035,personal,0.60826,False,,No seleccionado,47,97,41836.37,49780.69,914.06,788.21,37,10,4,3,0.526,0.446,0.21,0.148,0.445,0.487,38,0.4845,1100.96,1310.02,1.1899,0.1489,1.0,0.2947,8.4251,personal_tradicional
PER_01581,personal,0.367196,False,,No seleccionado,59,117,23485.49,34266.21,408.11,311.57,28,7,3,4,0.214,0.738,0.434,0.069,0.342,0.164,3,0.5043,7828.5,11422.07,1.459,0.1186,0.5932,0.239,8.8399,personal_tradicional
PER_00209,personal,0.448575,False,,No seleccionado,131,85,66168.89,97071.61,454.92,339.18,43,8,8,2,0.226,0.765,0.342,0.045,0.343,0.247,36,1.5412,1838.02,2696.43,1.467,0.0763,0.3893,0.2043,9.3179,personal_tradicional
PER_02877,personal,0.367185,False,,No seleccionado,43,85,19248.19,20845.58,456.88,340.05,21,9,3,1,0.288,0.683,0.449,0.475,0.1,0.176,25,0.5059,769.93,833.82,1.083,0.093,0.6977,0.404,8.2041,personal_tradicional
PER_00566,personal,0.463386,False,,No seleccionado,62,129,25797.07,36413.39,396.73,273.54,21,4,8,2,0.578,0.347,0.077,0.095,0.441,0.045,31,0.4806,832.16,1174.63,1.4115,0.1613,0.4032,0.25,8.9871,personal_tradicional
PER_00314,personal,0.61549,False,,No seleccionado,103,50,173782.53,201523.08,1551.51,1281.57,62,7,5,5,0.22,0.734,0.611,0.297,0.084,0.23,19,2.06,9146.45,10606.48,1.1596,0.0971,0.6699,0.376,8.5469,personal_tradicional
PER_00602,personal,0.292299,False,,No seleccionado,30,30,7414.33,10090.08,223.72,168.85,36,7,2,1,0.451,0.471,0.135,0.148,0.433,0.07,3,1.0,2471.44,3363.36,1.3609,0.1,1.4333,0.2447,6.8035,personal_tradicional
PER_00234,personal,0.674291,True,2.0,Profesionista independiente,49,137,47123.34,74037.29,979.68,875.35,34,4,2,2,0.52,0.411,0.392,0.288,0.082,0.157,52,0.3577,906.22,1423.79,1.5711,0.0816,0.7755,0.4,8.812,personal_tradicional
PER_01653,personal,0.180801,False,,No seleccionado,14,75,3048.13,4349.11,229.82,192.59,31,5,2,1,0.289,0.634,0.271,0.059,0.401,0.206,31,0.1867,98.33,140.29,1.4268,0.2143,2.5714,0.2063,6.9575,personal_tradicional
PER_02834,personal,0.424706,False,,No seleccionado,108,112,75072.46,84600.32,711.48,600.9,30,7,6,2,0.052,0.937,0.575,0.199,0.17,0.203,21,0.9643,3574.88,4028.59,1.1269,0.0741,0.3426,0.2753,9.4007,personal_tradicional
PEL_00300,personal,0.624786,False,,No seleccionado,42,113,42875.01,69366.29,989.14,847.34,12,6,3,1,0.502,0.422,0.363,0.094,0.053,0.184,49,0.3717,875.0,1415.64,1.6179,0.0952,0.4286,0.3197,8.4653,personal_comportamiento_empresarial_latente
PER_00013,personal,0.414028,False,,No seleccionado,144,68,84412.57,97892.44,671.14,615.36,34,5,5,8,0.184,0.764,0.549,0.079,0.143,0.475,29,2.1176,2910.78,3375.6,1.1597,0.0903,0.2708,0.2707,9.1894,personal_tradicional
PER_00112,personal,0.508121,False,,No seleccionado,137,55,69345.33,87558.18,477.19,336.28,26,8,12,3,0.538,0.459,0.07,0.518,0.24,0.197,20,2.4909,3467.27,4377.91,1.2626,0.1095,0.2482,0.3753,8.9274,personal_tradicional
PER_02269,personal,0.158146,False,,No seleccionado,25,63,22661.32,38050.5,840.9,713.37,43,5,1,1,0.236,0.738,0.117,0.342,0.188,0.266,33,0.3968,686.71,1153.05,1.6791,0.08,1.92,0.2317,7.3626,personal_tradicional
PER_01898,personal,0.186733,False,,No seleccionado,20,62,7665.05,9139.25,405.88,320.39,20,6,2,1,0.338,0.639,0.333,0.045,0.07,0.236,17,0.3226,450.89,537.6,1.1923,0.15,1.3,0.2387,7.1237,personal_tradicional
PER_01579,personal,0.653779,True,3.0,Negocio digital,108,126,55561.56,74583.46,526.17,468.92,32,2,9,7,0.384,0.538,0.422,0.102,0.418,0.046,27,0.8571,2057.84,2762.35,1.3424,0.1481,0.3148,0.3027,9.5185,personal_tradicional
PER_02426,personal,0.533499,False,,No seleccionado,100,62,47498.83,70889.45,567.8,440.23,22,8,8,4,0.275,0.677,0.478,0.337,0.35,0.197,43,1.6129,1104.62,1648.59,1.4924,0.12,0.3,0.3633,8.7325,personal_tradicional
PEL_00416,personal,0.647762,True,3.0,Negocio digital,79,177,42293.1,64039.28,462.83,373.75,47,8,4,3,0.324,0.599,0.614,0.279,0.381,0.329,30,0.4463,1409.77,2134.64,1.5142,0.0886,0.6962,0.4057,9.5457,personal_comportamiento_empresarial_latente
PER_01458,personal,0.35425,False,,No seleccionado,95,105,92349.39,104789.79,869.46,700.81,31,7,11,6,0.023,0.941,0.188,0.204,0.092,0.218,46,0.9048,2007.6,2278.04,1.1347,0.1789,0.4,0.1383,9.2079,personal_tradicional
PER_00473,personal,0.649338,True,0.0,Dependiente de crédito,74,87,52574.36,65920.52,780.62,628.65,46,7,4,4,0.431,0.562,0.211,0.489,0.45,0.132,3,0.8506,17524.79,21973.51,1.2539,0.1081,0.7162,0.377,8.7701,personal_tradicional
PER_02038,personal,0.36913,False,,No seleccionado,24,170,22883.24,29112.42,1100.5,973.54,67,8,2,1,0.306,0.62,0.066,0.393,0.408,0.038,23,0.1412,994.92,1265.76,1.2722,0.125,3.125,0.255,8.3141,personal_tradicional
PER_00832,personal,0.421731,False,,No seleccionado,57,102,123077.03,204211.59,2204.37,1667.75,39,10,1,4,0.304,0.64,0.083,0.229,0.141,0.106,46,0.5588,2675.59,4439.38,1.6592,0.0877,0.8596,0.2053,8.6682,personal_tradicional
PER_01993,personal,0.333526,False,,No seleccionado,91,80,38388.41,42785.53,407.85,355.25,17,12,6,4,0.064,0.872,0.077,0.321,0.45,0.371,55,1.1375,697.97,777.92,1.1145,0.1099,0.3187,0.154,8.893,personal_tradicional
PER_01105,personal,0.211437,False,,No seleccionado,58,110,27799.96,34938.8,414.19,357.75,30,8,7,4,0.254,0.678,0.057,0.16,0.219,0.331,4,0.5273,6949.99,8734.7,1.2568,0.1897,0.6552,0.157,8.7611,personal_tradicional
PEL_00094,personal,0.563479,False,,No seleccionado,63,73,14038.49,16986.07,249.91,174.6,52,10,3,4,0.647,0.31,0.245,0.285,0.286,0.157,40,0.863,350.96,424.65,1.21,0.1111,0.9841,0.3923,8.4338,personal_comportamiento_empresarial_latente
PER_01427,personal,0.401248,False,,No seleccionado,36,24,15995.78,18431.06,433.53,313.75,18,5,4,1,0.352,0.645,0.402,0.029,0.192,0.287,60,1.5,266.6,307.18,1.1522,0.1389,0.6389,0.261,6.7627,personal_tradicional
PER_01546,personal,0.519725,False,,No seleccionado,78,152,76848.22,94095.94,1130.46,1018.75,25,7,5,5,0.688,0.312,0.224,0.133,0.178,0.03,3,0.5132,25616.07,31365.31,1.2244,0.1282,0.4103,0.3483,9.3807,personal_tradicional
PER_01504,personal,0.162717,False,,No seleccionado,30,77,11927.0,18991.76,405.8,287.89,42,8,1,2,0.418,0.571,0.06,0.142,0.39,0.156,14,0.3896,851.93,1356.55,1.5923,0.1,1.6667,0.2067,7.7454,personal_tradicional
PER_02530,personal,0.668931,True,4.0,Operador estacional,83,155,101095.66,168808.07,1073.74,867.6,18,6,3,5,0.3,0.651,0.436,0.181,0.336,0.135,26,0.5355,3888.29,6492.62,1.6698,0.0964,0.2892,0.3057,9.4623,personal_tradicional
PER_01610,personal,0.049161,False,,No seleccionado,34,95,15814.95,20991.86,448.81,351.98,40,7,4,2,0.061,0.917,0.072,0.209,0.163,0.241,58,0.3579,272.67,361.93,1.3273,0.1765,1.3824,0.114,8.0805,personal_tradicional
PER_00656,personal,0.523509,False,,No seleccionado,55,60,51197.18,55415.69,923.5,793.03,48,6,6,2,0.667,0.298,0.201,0.172,0.068,0.047,43,0.9167,1190.63,1288.74,1.0824,0.1455,0.9818,0.3467,8.102,personal_tradicional
PER_01609,personal,0.487701,False,,No seleccionado,102,126,95017.09,146945.47,824.44,738.94,20,5,2,8,0.221,0.735,0.538,0.112,0.081,0.195,29,0.8095,3276.45,5067.09,1.5465,0.098,0.2451,0.2903,9.4613,personal_tradicional
PER_00362,personal,0.451895,False,,No seleccionado,43,218,23909.52,37666.98,501.22,341.72,14,4,2,2,0.19,0.753,0.496,0.129,0.301,0.197,18,0.1972,1328.31,2092.61,1.5754,0.093,0.4186,0.2717,9.1458,personal_tradicional
PER_00136,personal,0.457499,False,,No seleccionado,152,100,157852.34,177605.37,1053.18,717.86,19,8,12,2,0.094,0.844,0.311,0.336,0.076,0.083,70,1.52,2255.03,2537.22,1.1251,0.0921,0.1776,0.247,9.6291,personal_tradicional
PER_02431,personal,0.575065,False,,No seleccionado,120,84,40197.37,61175.24,313.57,264.36,41,11,7,4,0.298,0.671,0.573,0.62,0.337,0.261,70,1.4286,574.25,873.93,1.5219,0.0917,0.4333,0.497,9.2184,personal_tradicional
PEL_00003,personal,0.390145,False,,No seleccionado,73,107,25219.78,40859.42,358.84,301.03,48,8,9,2,0.391,0.608,0.161,0.234,0.206,0.025,45,0.6822,560.44,907.99,1.6201,0.1507,0.7671,0.262,8.9634,personal_comportamiento_empresarial_latente
PER_01147,personal,0.401995,False,,No seleccionado,76,62,15342.64,20061.84,215.31,182.04,21,12,9,2,0.355,0.634,0.091,0.216,0.061,0.064,30,1.2258,511.42,668.73,1.3076,0.1447,0.4342,0.2207,8.4581,personal_tradicional
PEL_00299,personal,0.489316,False,,No seleccionado,150,63,75663.82,110729.4,476.03,422.09,18,5,17,10,0.62,0.374,0.1,0.1,0.083,0.249,19,2.381,3982.31,5827.86,1.4634,0.18,0.1533,0.2733,9.1539,personal_comportamiento_empresarial_latente
PER_00367,personal,0.33926,False,,No seleccionado,31,129,22964.37,29485.45,760.81,567.12,29,8,2,2,0.207,0.731,0.399,0.166,0.281,0.252,60,0.2403,382.74,491.42,1.284,0.129,1.1935,0.2573,8.294,personal_tradicional
PER_02172,personal,0.460846,False,,No seleccionado,155,34,140463.97,148869.48,794.17,719.8,30,4,15,2,0.376,0.608,0.367,0.015,0.22,0.239,46,4.5588,3053.56,3236.29,1.0598,0.1097,0.2194,0.2527,8.57,personal_tradicional
PER_02580,personal,0.301568,False,,No seleccionado,82,71,30908.33,47346.35,416.14,335.47,42,13,7,2,0.126,0.834,0.137,0.045,0.18,0.215,57,1.1549,542.25,830.64,1.5318,0.1098,0.6707,0.1027,8.6696,personal_tradicional
PER_00030,personal,0.483227,False,,No seleccionado,30,78,17662.37,23251.05,713.01,569.05,8,8,2,1,0.637,0.3,0.175,0.028,0.281,0.036,48,0.3846,367.97,484.4,1.3164,0.1,0.5333,0.28,7.7583,personal_tradicional
PER_02913,personal,0.571407,False,,No seleccionado,65,70,113746.19,154291.9,1952.84,1571.4,39,12,7,3,0.17,0.753,0.358,0.222,0.17,0.152,31,0.9286,3669.23,4977.16,1.3565,0.1538,0.7846,0.25,8.4231,personal_tradicional
PER_00023,personal,0.588208,False,,No seleccionado,65,112,47910.8,55280.94,842.32,614.83,33,10,8,3,0.461,0.538,0.456,0.047,0.085,0.23,63,0.5804,760.49,877.48,1.1538,0.1692,0.6615,0.3213,8.893,personal_tradicional
PEL_00179,personal,0.246972,False,,No seleccionado,45,96,31299.25,50720.87,620.63,500.11,27,3,1,4,0.31,0.679,0.208,0.004,0.261,0.055,15,0.4688,2086.62,3381.39,1.6205,0.1111,0.6667,0.174,8.3712,personal_comportamiento_empresarial_latente
PEL_00367,personal,0.367643,False,,No seleccionado,114,100,54114.46,64975.87,534.93,462.64,13,5,8,2,0.214,0.759,0.322,0.159,0.147,0.328,8,1.14,6764.31,8121.98,1.2007,0.0877,0.1579,0.2317,9.3415,personal_comportamiento_empresarial_latente
PER_01076,personal,0.282778,False,,No seleccionado,38,90,22236.27,32580.32,551.57,459.2,42,7,5,1,0.439,0.522,0.109,0.176,0.085,0.285,43,0.4222,517.12,757.68,1.4652,0.1579,1.2895,0.2413,8.1377,personal_tradicional
PER_02756,personal,0.62471,False,,No seleccionado,148,96,36506.5,41680.33,225.14,166.36,61,7,6,5,0.39,0.574,0.5,0.197,0.129,0.335,67,1.5417,544.87,622.09,1.1417,0.0743,0.4595,0.3623,9.5616,personal_tradicional
PER_00696,personal,0.540281,False,,No seleccionado,74,107,61011.87,80118.05,946.81,780.87,33,10,3,3,0.206,0.739,0.433,0.246,0.161,0.222,84,0.6916,726.33,953.79,1.3132,0.0811,0.5811,0.295,8.977,personal_tradicional
PEL_00373,personal,0.485109,False,,No seleccionado,145,124,236467.86,327256.12,1396.89,1094.41,51,6,6,4,0.053,0.873,0.23,0.316,0.184,0.147,8,1.1694,29558.48,40907.02,1.3839,0.069,0.3931,0.1997,9.7971,personal_comportamiento_empresarial_latente
